,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,contractSize,type,expirationDate
514,AAPL220121C00270000,2020-08-28 19:40:18,270.0,240.0,237.15,242.0,REGULAR,0,2022-01-21
515,AAPL220121C00280000,2020-08-28 19:26:12,280.0,233.58,229.15,233.5,REGULAR,0,2022-01-21
516,AAPL220121C00290000,2020-08-26 15:55:22,290.0,226.52,221.0,225.5,REGULAR,0,2022-01-21
517,AAPL220121C00300000,2020-08-28 19:40:41,300.0,219.0,212.55,217.0,REGULAR,0,2022-01-21
518,AAPL220121C00310000,2020-08-27 19:43:42,310.0,208.96,204.65,209.0,REGULAR,0,2022-01-21
519,AAPL220121C00320000,2020-08-28 19:56:35,320.0,199.0,198.0,200.85,REGULAR,0,2022-01-21
520,AAPL220121C00330000,2020-08-28 19:01:41,330.0,192.76,189.5,193.05,REGULAR,0,2022-01-21
521,AAPL220121C00340000,2020-08-28 15:41:56,340.0,186.5,181.95,185.3,REGULAR,0,2022-01-21
522,AAPL220121C00350000,2020-08-28 19:56:50,350.0,175.9,174.65,178.0,REGULAR,0,2022-01-21
523,AAPL220121C00360000,2020-08-28 19:47:33,360.0,175.15,167.5,170.65,REGULAR,0,2022-01-21
524,AAPL220121C00370000,2020-08-28 16:35:03,370.0,166.5,160.55,163.65,REGULAR,0,2022-01-21
525,AAPL220121C00380000,2020-08-27 16:04:42,380.0,159.68,153.85,156.6,REGULAR,0,2022-01-21
526,AAPL220121C00390000,2020-08-27 14:54:22,390.0,149.5,147.2,150.0,REGULAR,0,2022-01-21
527,AAPL220121C00400000,2020-08-28 19:54:47,400.0,142.55,140.9,142.15,REGULAR,0,2022-01-21
528,AAPL220121C00410000,2020-08-27 17:03:07,410.0,135.0,134.8,137.45,REGULAR,0,2022-01-21
529,AAPL220121C00415000,2020-08-24 18:49:41,415.0,135.43,131.8,134.45,REGULAR,0,2022-01-21
530,AAPL220121C00420000,2020-08-27 14:36:08,420.0,132.67,128.9,131.45,REGULAR,0,2022-01-21
531,AAPL220121C00425000,2020-08-26 17:36:00,425.0,130.3,125.9,128.5,REGULAR,0,2022-01-21
532,AAPL220121C00430000,2020-08-26 15:32:19,430.0,126.57,123.2,125.65,REGULAR,0,2022-01-21
533,AAPL220121C00435000,2020-08-26 16:53:19,435.0,125.0,120.4,122.85,REGULAR,0,2022-01-21
534,AAPL220121C00440000,2020-08-28 15:30:58,440.0,119.0,117.7,120.05,REGULAR,0,2022-01-21
535,AAPL220121C00445000,2020-08-25 19:53:46,445.0,118.45,115.0,117.35,REGULAR,0,2022-01-21
536,AAPL220121C00450000,2020-08-28 19:56:22,450.0,114.85,112.4,114.8,REGULAR,0,2022-01-21
537,AAPL220121C00455000,2020-08-27 16:48:16,455.0,111.75,109.8,112.1,REGULAR,0,2022-01-21
538,AAPL220121C00460000,2020-08-28 19:41:06,460.0,112.15,107.3,109.55,REGULAR,0,2022-01-21
539,AAPL220121C00465000,2020-08-28 17:55:11,465.0,106.03,104.85,107.0,REGULAR,0,2022-01-21
540,AAPL220121C00470000,2020-08-28 18:49:17,470.0,105.3,102.45,104.6,REGULAR,0,2022-01-21
541,AAPL220121C00475000,2020-08-26 13:51:18,475.0,103.45,100.05,102.15,REGULAR,0,2022-01-21
542,AAPL220121C00480000,2020-08-28 18:47:00,480.0,100.0,97.75,99.8,REGULAR,0,2022-01-21
543,AAPL220121C00485000,2020-08-28 18:01:50,485.0,97.2,95.5,97.55,REGULAR,0,2022-01-21
544,AAPL220121C00490000,2020-08-28 19:50:57,490.0,97.5,93.3,95.25,REGULAR,0,2022-01-21
545,AAPL220121C00500000,2020-08-28 19:59:59,500.0,90.0,89.95,91.3,REGULAR,0,2022-01-21
546,AAPL220121C00505000,2020-08-28 19:34:20,505.0,89.85,88.1,88.85,REGULAR,0,2022-01-21
547,AAPL220121C00510000,2020-08-28 19:47:04,510.0,89.25,85.0,86.7,REGULAR,0,2022-01-21
548,AAPL220121C00515000,2020-08-28 19:19:47,515.0,85.19,83.0,84.85,REGULAR,0,2022-01-21
549,AAPL220121C00520000,2020-08-28 17:33:12,520.0,81.55,81.1,82.85,REGULAR,0,2022-01-21
550,AAPL220121C00540000,2020-08-28 19:34:12,540.0,75.92,73.85,75.4,REGULAR,0,2022-01-21
551,AAPL220121C00560000,2020-08-28 18:55:59,560.0,1242.44,357.5,362.5,REGULAR,0,2022-01-21
552,AAPL220121C00580000,2020-08-28 19:50:10,580.0,1224.6,352.5,357.5,REGULAR,0,2022-01-21
553,AAPL220121C00600000,2020-08-28 19:57:28,600.0,354.6,348.0,353.0,REGULAR,0,2022-01-21
554,AAPL220121C00620000,2020-08-28 19:55:42,620.0,1216.96,343.0,348.0,REGULAR,0,2022-01-21
555,AAPL220121C00640000,2020-08-28 18:51:40,640.0,1379.36,338.0,343.0,REGULAR,0,2022-01-21
556,AAPL220121C00660000,2020-08-28 19:54:56,660.0,1188.0,333.5,338.5,REGULAR,0,2022-01-21
557,AAPL220121C00680000,2020-08-28 19:14:40,680.0,1113.16,328.5,333.5,REGULAR,0,2022-01-21
558,AAPL220121C00700000,2020-08-28 19:59:58,700.0,37.35,36.15,37.35,REGULAR,0,2022-01-21
559,AAPL220121C00720000,2020-08-28 19:41:41,720.0,1035.4,319.0,324.0,REGULAR,0,2022-01-21
560,AAPL220121C00740000,2020-08-28 19:54:01,740.0,31.98,30.7,31.9,REGULAR,0,2022-01-21
561,AAPL220121C00800000,2020-08-28 19:29:41,800.0,304.0,300.0,305.0,REGULAR,0,2022-01-21
562,AAPL220121C00900000,2020-08-28 19:26:55,900.0,18.13,17.35,18.4,REGULAR,0,2022-01-21
563,AAPL220121C01000000,2020-08-28 19:59:43,1000.0,13.33,13.25,14.05,REGULAR,0,2022-01-21
564,AAPL220121P00025000,2021-10-27 17:37:08,25.0,0.01,0.0,0.01,REGULAR,1,2022-01-21
565,AAPL220121P00027500,2021-11-19 18:08:49,27.5,0.01,0.0,0.01,REGULAR,1,2022-01-21
566,AAPL220121P00028750,2021-10-14 14:15:51,28.75,0.01,0.01,0.02,REGULAR,1,2022-01-21
567,AAPL220121P00030000,2021-11-08 14:51:12,30.0,0.01,0.0,0.02,REGULAR,1,2022-01-21
568,AAPL220121P00031250,2021-10-20 14:17:34,31.25,0.01,0.0,0.17,REGULAR,1,2022-01-21
569,AAPL220121P00032500,2021-10-19 17:59:43,32.5,0.01,0.0,0.17,REGULAR,1,2022-01-21
570,AAPL220121P00033750,2021-10-22 16:31:03,33.75,0.01,0.0,0.02,REGULAR,1,2022-01-21
571,AAPL220121P00035000,2021-10-25 17:17:19,35.0,0.01,0.0,0.06,REGULAR,1,2022-01-21
572,AAPL220121P00036250,2021-10-22 16:30:59,36.25,0.01,0.0,0.01,REGULAR,1,2022-01-21
573,AAPL220121P00037500,2021-11-17 16:31:17,37.5,0.02,0.0,0.01,REGULAR,1,2022-01-21
574,AAPL220121P00038750,2021-09-28 15:33:10,38.75,0.04,0.0,0.04,REGULAR,1,2022-01-21
575,AAPL220121P00040000,2021-11-10 14:30:06,40.0,0.03,0.0,0.05,REGULAR,1,2022-01-21
576,AAPL220121P00041250,2021-11-15 16:00:20,41.25,0.01,0.0,0.21,REGULAR,1,2022-01-21
577,AAPL220121P00042500,2021-10-28 17:16:56,42.5,0.01,0.0,0.21,REGULAR,1,2022-01-21
578,AAPL220121P00043750,2021-11-10 20:50:47,43.75,0.01,0.0,0.14,REGULAR,1,2022-01-21
579,AAPL220121P00045000,2021-11-19 20:03:03,45.0,0.01,0.0,0.01,REGULAR,1,2022-01-21
580,AAPL220121P00046250,2021-11-15 14:58:51,46.25,0.01,0.0,0.22,REGULAR,1,2022-01-21
581,AAPL220121P00047500,2021-11-15 14:59:00,47.5,0.01,0.0,0.22,REGULAR,1,2022-01-21
582,AAPL220121P00048750,2021-11-18 20:48:15,48.75,0.01,0.0,0.23,REGULAR,1,2022-01-21
583,AAPL220121P00050000,2021-11-15 14:59:18,50.0,0.01,0.01,0.23,REGULAR,1,2022-01-21
584,AAPL220121P00051250,2021-09-17 16:55:16,51.25,0.09,0.02,0.05,REGULAR,1,2022-01-21
585,AAPL220121P00052500,2021-10-12 15:02:23,52.5,0.07,0.0,0.03,REGULAR,1,2022-01-21
586,AAPL220121P00053750,2021-11-02 15:03:52,53.75,0.02,0.01,0.04,REGULAR,1,2022-01-21
587,AAPL220121P00055000,2021-11-15 14:58:30,55.0,0.02,0.01,0.09,REGULAR,1,2022-01-21
588,AAPL220121P00056250,2021-11-10 19:43:55,56.25,0.03,0.01,0.18,REGULAR,1,2022-01-21
589,AAPL220121P00057500,2021-11-15 14:59:40,57.5,0.02,0.01,0.23,REGULAR,1,2022-01-21
590,AAPL220121P00058750,2021-11-02 15:18:05,58.75,0.01,0.01,0.2,REGULAR,1,2022-01-21
591,AAPL220121P00060000,2021-11-19 16:23:45,60.0,0.01,0.01,0.1,REGULAR,1,2022-01-21
592,AAPL220121P00061250,2021-11-19 18:15:48,61.25,0.03,0.01,0.22,REGULAR,1,2022-01-21
593,AAPL220121P00062500,2021-11-05 19:59:33,62.5,0.03,0.0,0.2,REGULAR,1,2022-01-21
594,AAPL220121P00063750,2021-11-19 18:16:38,63.75,0.02,0.01,0.04,REGULAR,1,2022-01-21
595,AAPL220121P00065000,2021-11-18 18:57:18,65.0,0.03,0.01,0.14,REGULAR,1,2022-01-21
596,AAPL220121P00066250,2021-11-03 16:48:39,66.25,0.03,0.01,0.05,REGULAR,1,2022-01-21
597,AAPL220121P00067500,2021-11-19 14:52:16,67.5,0.02,0.02,0.05,REGULAR,1,2022-01-21
598,AAPL220121P00070000,2021-11-19 19:06:32,70.0,0.04,0.03,0.13,REGULAR,1,2022-01-21
599,AAPL220121P00072500,2021-11-18 16:02:43,72.5,0.04,0.02,0.06,REGULAR,1,2022-01-21
600,AAPL220121P00075000,2021-11-19 14:52:08,75.0,0.06,0.02,0.07,REGULAR,1,2022-01-21
601,AAPL220121P00077500,2021-11-19 20:40:46,77.5,0.04,0.03,0.07,REGULAR,1,2022-01-21
602,AAPL220121P00080000,2021-11-18 17:28:05,80.0,0.08,0.05,0.08,REGULAR,1,2022-01-21
603,AAPL220121P00082500,2021-11-19 18:37:26,82.5,0.05,0.05,0.07,REGULAR,1,2022-01-21
604,AAPL220121P00085000,2021-11-19 20:36:05,85.0,0.06,0.05,0.07,REGULAR,1,2022-01-21
605,AAPL220121P00087500,2021-11-19 18:16:11,87.5,0.07,0.06,0.08,REGULAR,1,2022-01-21
606,AAPL220121P00090000,2021-11-19 20:15:53,90.0,0.08,0.07,0.09,REGULAR,1,2022-01-21
607,AAPL220121P00092500,2021-11-19 20:32:50,92.5,0.08,0.08,0.1,REGULAR,1,2022-01-21
608,AAPL220121P00095000,2021-11-19 20:35:30,95.0,0.1,0.09,0.11,REGULAR,1,2022-01-21
609,AAPL220121P00097500,2021-11-19 20:45:41,97.5,0.12,0.1,0.13,REGULAR,1,2022-01-21
610,AAPL220121P00100000,2021-11-19 20:53:17,100.0,0.14,0.11,0.14,REGULAR,1,2022-01-21
611,AAPL220121P00102500,2021-11-18 20:59:36,102.5,0.17,0.15,0.16,REGULAR,1,2022-01-21
612,AAPL220121P00103750,2021-11-19 20:24:35,103.75,0.16,0.13,0.17,REGULAR,1,2022-01-21
613,AAPL220121P00105000,2021-11-19 20:46:57,105.0,0.17,0.16,0.18,REGULAR,1,2022-01-21
614,AAPL220121P00106250,2021-11-19 19:41:51,106.25,0.17,0.15,0.19,REGULAR,1,2022-01-21
615,AAPL220121P00107500,2021-11-19 15:06:03,107.5,0.21,0.16,0.19,REGULAR,1,2022-01-21
616,AAPL220121P00108750,2021-11-19 19:40:27,108.75,0.19,0.17,0.21,REGULAR,1,2022-01-21
617,AAPL220121P00110000,2021-11-19 20:47:04,110.0,0.21,0.18,0.22,REGULAR,1,2022-01-21
618,AAPL220121P00111250,2021-11-19 15:28:11,111.25,0.23,0.19,0.23,REGULAR,1,2022-01-21
619,AAPL220121P00112500,2021-11-19 19:12:52,112.5,0.22,0.2,0.23,REGULAR,1,2022-01-21
620,AAPL220121P00113750,2021-11-19 20:30:49,113.75,0.22,0.21,0.24,REGULAR,1,2022-01-21
621,AAPL220121P00115000,2021-11-19 20:25:06,115.0,0.22,0.22,0.25,REGULAR,1,2022-01-21
622,AAPL220121P00116250,2021-11-19 16:40:44,116.25,0.27,0.25,0.26,REGULAR,1,2022-01-21
623,AAPL220121P00117500,2021-11-19 20:29:35,117.5,0.26,0.25,0.27,REGULAR,1,2022-01-21
624,AAPL220121P00118750,2021-11-19 20:52:55,118.75,0.28,0.26,0.29,REGULAR,1,2022-01-21
625,AAPL220121P00120000,2021-11-19 20:40:24,120.0,0.29,0.28,0.3,REGULAR,1,2022-01-21
626,AAPL220121P00121250,2021-11-19 20:08:51,121.25,0.29,0.3,0.32,REGULAR,1,2022-01-21
627,AAPL220121P00122500,2021-11-19 20:39:53,122.5,0.32,0.32,0.34,REGULAR,1,2022-01-21
628,AAPL220121P00125000,2021-11-19 20:59:32,125.0,0.37,0.36,0.38,REGULAR,1,2022-01-21
629,AAPL220121P00126250,2021-11-19 20:43:12,126.25,0.39,0.38,0.4,REGULAR,1,2022-01-21
630,AAPL220121P00127500,2021-11-19 20:48:17,127.5,0.43,0.41,0.43,REGULAR,1,2022-01-21
631,AAPL220121P00128750,2021-11-19 20:58:01,128.75,0.46,0.44,0.46,REGULAR,1,2022-01-21
632,AAPL220121P00130000,2021-11-19 20:56:15,130.0,0.49,0.47,0.5,REGULAR,1,2022-01-21
633,AAPL220121P00135000,2021-11-19 20:56:07,135.0,0.67,0.66,0.68,REGULAR,1,2022-01-21
634,AAPL220121P00140000,2021-11-19 20:59:13,140.0,1.0,0.98,1.01,REGULAR,1,2022-01-21
635,AAPL220121P00145000,2021-11-19 20:59:40,145.0,1.54,1.52,1.56,REGULAR,1,2022-01-21
636,AAPL220121P00150000,2021-11-19 20:59:59,150.0,2.45,2.42,2.46,REGULAR,1,2022-01-21
637,AAPL220121P00155000,2021-11-19 20:57:45,155.0,3.81,3.75,3.9,REGULAR,1,2022-01-21
638,AAPL220121P00160000,2021-11-19 20:59:54,160.0,5.89,5.85,6.0,REGULAR,1,2022-01-21
724,AAPL220218C00165000,2021-11-19 20:59:29,165.0,6.76,6.7,6.85,REGULAR,0,2022-02-18
725,AAPL220218C00170000,2021-11-19 20:59:56,170.0,5.05,5.0,5.1,REGULAR,0,2022-02-18
726,AAPL220218C00175000,2021-11-19 20:57:41,175.0,3.66,3.65,3.8,REGULAR,0,2022-02-18
727,AAPL220218C00180000,2021-11-19 20:58:55,180.0,2.74,2.67,2.79,REGULAR,0,2022-02-18
728,AAPL220218C00185000,2021-11-19 20:59:11,185.0,2.01,1.99,2.06,REGULAR,0,2022-02-18
729,AAPL220218C00190000,2021-11-19 20:59:05,190.0,1.52,1.49,1.55,REGULAR,0,2022-02-18
730,AAPL220218C00195000,2021-11-19 20:52:29,195.0,1.16,1.13,1.19,REGULAR,0,2022-02-18
731,AAPL220218C00200000,2021-11-19 20:49:33,200.0,0.94,0.87,0.93,REGULAR,0,2022-02-18
732,AAPL220218C00205000,2021-11-19 20:51:53,205.0,0.72,0.68,0.73,REGULAR,0,2022-02-18
733,AAPL220218C00210000,2021-11-19 20:45:20,210.0,0.61,0.54,0.59,REGULAR,0,2022-02-18
734,AAPL220218C00215000,2021-11-19 19:07:34,215.0,0.49,0.44,0.49,REGULAR,0,2022-02-18
735,AAPL220218C00220000,2021-11-19 20:46:45,220.0,0.41,0.36,0.41,REGULAR,0,2022-02-18
736,AAPL220218C00225000,2021-11-19 20:19:22,225.0,0.33,0.3,0.35,REGULAR,0,2022-02-18
737,AAPL220218C00230000,2021-11-19 20:21:29,230.0,0.29,0.26,0.3,REGULAR,0,2022-02-18
738,AAPL220218C00235000,2021-11-19 20:09:21,235.0,0.25,0.22,0.26,REGULAR,0,2022-02-18
739,AAPL220218C00240000,2021-11-19 19:49:51,240.0,0.22,0.19,0.23,REGULAR,0,2022-02-18
740,AAPL220218C00245000,2021-11-19 20:23:10,245.0,0.18,0.17,0.2,REGULAR,0,2022-02-18
741,AAPL220218C00250000,2021-11-19 19:26:17,250.0,0.2,0.15,0.18,REGULAR,0,2022-02-18
742,AAPL220218C00255000,2021-11-19 19:37:00,255.0,0.15,0.15,0.16,REGULAR,0,2022-02-18
743,AAPL220218C00260000,2021-11-19 20:54:51,260.0,0.14,0.13,0.15,REGULAR,0,2022-02-18
744,AAPL220218P00070000,2021-11-17 19:17:37,70.0,0.07,0.04,0.06,REGULAR,1,2022-02-18
745,AAPL220218P00075000,2021-11-17 16:33:46,75.0,0.11,0.06,0.1,REGULAR,1,2022-02-18
746,AAPL220218P00080000,2021-11-19 19:51:57,80.0,0.1,0.08,0.12,REGULAR,1,2022-02-18
747,AAPL220218P00085000,2021-11-19 15:41:30,85.0,0.15,0.11,0.15,REGULAR,1,2022-02-18
748,AAPL220218P00090000,2021-11-19 16:15:55,90.0,0.19,0.14,0.18,REGULAR,1,2022-02-18
749,AAPL220218P00095000,2021-11-19 14:32:18,95.0,0.25,0.19,0.22,REGULAR,1,2022-02-18
750,AAPL220218P00100000,2021-11-19 20:58:31,100.0,0.23,0.22,0.27,REGULAR,1,2022-02-18
751,AAPL220218P00105000,2021-11-19 17:52:58,105.0,0.33,0.28,0.33,REGULAR,1,2022-02-18
752,AAPL220218P00110000,2021-11-19 20:57:22,110.0,0.39,0.36,0.4,REGULAR,1,2022-02-18
753,AAPL220218P00115000,2021-11-19 20:41:57,115.0,0.46,0.44,0.5,REGULAR,1,2022-02-18
754,AAPL220218P00120000,2021-11-19 19:11:01,120.0,0.62,0.57,0.62,REGULAR,1,2022-02-18
755,AAPL220218P00125000,2021-11-19 20:36:28,125.0,0.78,0.75,0.81,REGULAR,1,2022-02-18
756,AAPL220218P00130000,2021-11-19 20:59:41,130.0,1.05,1.02,1.09,REGULAR,1,2022-02-18
757,AAPL220218P00135000,2021-11-19 20:59:48,135.0,1.45,1.42,1.5,REGULAR,1,2022-02-18
758,AAPL220218P00140000,2021-11-19 20:59:13,140.0,2.09,2.03,2.14,REGULAR,1,2022-02-18
759,AAPL220218P00145000,2021-11-19 20:59:39,145.0,3.0,2.96,3.05,REGULAR,1,2022-02-18
760,AAPL220218P00150000,2021-11-19 20:41:57,150.0,4.3,4.2,4.35,REGULAR,1,2022-02-18
761,AAPL220218P00155000,2021-11-19 20:59:27,155.0,6.0,5.9,6.1,REGULAR,1,2022-02-18
762,AAPL220218P00160000,2021-11-19 20:48:23,160.0,8.25,8.2,8.35,REGULAR,1,2022-02-18
792,AAPL220318C00165000,2021-11-19 20:59:20,165.0,8.04,8.0,8.15,REGULAR,0,2022-03-18
793,AAPL220318C00170000,2021-11-19 20:55:15,170.0,6.1,6.1,6.3,REGULAR,0,2022-03-18
794,AAPL220318C00175000,2021-11-19 20:59:15,175.0,4.8,4.75,4.85,REGULAR,0,2022-03-18
795,AAPL220318C00180000,2021-11-19 20:59:55,180.0,3.7,3.6,3.75,REGULAR,0,2022-03-18
796,AAPL220318C00185000,2021-11-19 20:57:34,185.0,2.81,2.77,2.87,REGULAR,0,2022-03-18
797,AAPL220318C00190000,2021-11-19 20:50:33,190.0,2.24,2.13,2.23,REGULAR,0,2022-03-18
798,AAPL220318C00195000,2021-11-19 20:44:54,195.0,1.78,1.66,1.73,REGULAR,0,2022-03-18
799,AAPL220318C00200000,2021-11-19 20:52:00,200.0,1.36,1.3,1.38,REGULAR,0,2022-03-18
800,AAPL220318C00205000,2021-11-19 20:13:32,205.0,1.08,1.04,1.11,REGULAR,0,2022-03-18
801,AAPL220318C00210000,2021-11-19 20:54:39,210.0,0.87,0.84,0.91,REGULAR,0,2022-03-18
802,AAPL220318C00215000,2021-11-19 20:44:19,215.0,0.76,0.69,0.76,REGULAR,0,2022-03-18
803,AAPL220318C00220000,2021-11-19 20:44:19,220.0,0.64,0.6,0.64,REGULAR,0,2022-03-18
804,AAPL220318C00230000,2021-11-19 20:46:35,230.0,0.47,0.42,0.47,REGULAR,0,2022-03-18
805,AAPL220318P00070000,2021-11-19 16:42:01,70.0,0.11,0.07,0.11,REGULAR,1,2022-03-18
806,AAPL220318P00075000,2021-11-19 19:31:31,75.0,0.12,0.09,0.14,REGULAR,1,2022-03-18
807,AAPL220318P00080000,2021-11-18 17:41:54,80.0,0.2,0.14,0.17,REGULAR,1,2022-03-18
808,AAPL220318P00085000,2021-11-15 15:32:40,85.0,0.27,0.15,0.2,REGULAR,1,2022-03-18
809,AAPL220318P00090000,2021-11-19 20:31:30,90.0,0.23,0.2,0.25,REGULAR,1,2022-03-18
810,AAPL220318P00095000,2021-11-18 18:48:28,95.0,0.4,0.25,0.3,REGULAR,1,2022-03-18
811,AAPL220318P00100000,2021-11-19 20:52:06,100.0,0.37,0.32,0.37,REGULAR,1,2022-03-18
812,AAPL220318P00105000,2021-11-19 20:31:12,105.0,0.44,0.39,0.46,REGULAR,1,2022-03-18
813,AAPL220318P00110000,2021-11-19 20:48:40,110.0,0.54,0.5,0.56,REGULAR,1,2022-03-18
814,AAPL220318P00115000,2021-11-19 20:06:49,115.0,0.68,0.66,0.72,REGULAR,1,2022-03-18
815,AAPL220318P00120000,2021-11-19 20:59:44,120.0,0.9,0.85,0.92,REGULAR,1,2022-03-18
816,AAPL220318P00125000,2021-11-19 20:40:51,125.0,1.16,1.12,1.2,REGULAR,1,2022-03-18
817,AAPL220318P00130000,2021-11-19 20:52:35,130.0,1.58,1.51,1.59,REGULAR,1,2022-03-18
818,AAPL220318P00135000,2021-11-19 20:36:29,135.0,2.12,2.06,2.16,REGULAR,1,2022-03-18
819,AAPL220318P00140000,2021-11-19 20:47:16,140.0,2.92,2.84,2.95,REGULAR,1,2022-03-18
820,AAPL220318P00145000,2021-11-19 20:58:14,145.0,3.95,3.9,4.0,REGULAR,1,2022-03-18
821,AAPL220318P00150000,2021-11-19 20:58:18,150.0,5.39,5.35,5.45,REGULAR,1,2022-03-18
822,AAPL220318P00155000,2021-11-19 20:59:08,155.0,7.25,7.1,7.3,REGULAR,1,2022-03-18
823,AAPL220318P00160000,2021-11-19 20:59:27,160.0,9.55,9.4,9.65,REGULAR,1,2022-03-18
859,AAPL220414C00165000,2021-11-19 20:59:44,165.0,9.2,9.15,9.3,REGULAR,0,2022-04-14
860,AAPL220414C00170000,2021-11-19 20:59:22,170.0,7.35,7.15,7.4,REGULAR,0,2022-04-14
861,AAPL220414C00175000,2021-11-19 20:55:04,175.0,5.7,5.75,5.85,REGULAR,0,2022-04-14
862,AAPL220414C00180000,2021-11-19 20:54:34,180.0,4.5,4.45,4.65,REGULAR,0,2022-04-14
863,AAPL220414C00185000,2021-11-19 20:20:13,185.0,3.52,3.55,3.65,REGULAR,0,2022-04-14
864,AAPL220414C00190000,2021-11-19 20:47:21,190.0,2.9,2.81,2.9,REGULAR,0,2022-04-14
865,AAPL220414C00195000,2021-11-19 20:57:23,195.0,2.26,2.22,2.32,REGULAR,0,2022-04-14
866,AAPL220414C00200000,2021-11-19 20:49:52,200.0,1.82,1.78,1.87,REGULAR,0,2022-04-14
867,AAPL220414C00205000,2021-11-19 19:57:54,205.0,1.5,1.44,1.53,REGULAR,0,2022-04-14
868,AAPL220414C00210000,2021-11-19 20:29:25,210.0,1.23,1.18,1.26,REGULAR,0,2022-04-14
869,AAPL220414C00215000,2021-11-19 20:17:41,215.0,1.01,0.98,1.06,REGULAR,0,2022-04-14
870,AAPL220414C00220000,2021-11-19 20:16:26,220.0,0.9,0.85,0.9,REGULAR,0,2022-04-14
871,AAPL220414C00225000,2021-11-19 16:14:11,225.0,0.78,0.7,0.77,REGULAR,0,2022-04-14
872,AAPL220414C00230000,2021-11-19 19:53:23,230.0,0.65,0.6,0.66,REGULAR,0,2022-04-14
873,AAPL220414C00235000,2021-11-19 15:26:29,235.0,0.55,0.52,0.58,REGULAR,0,2022-04-14
874,AAPL220414C00240000,2021-11-19 17:21:07,240.0,0.5,0.46,0.51,REGULAR,0,2022-04-14
875,AAPL220414C00245000,2021-11-19 19:37:43,245.0,0.45,0.43,0.46,REGULAR,0,2022-04-14
876,AAPL220414C00250000,2021-11-19 20:56:47,250.0,0.4,0.38,0.41,REGULAR,0,2022-04-14
877,AAPL220414P00050000,2021-11-18 14:30:02,50.0,0.07,0.03,0.11,REGULAR,1,2022-04-14
878,AAPL220414P00055000,2021-10-11 17:14:53,55.0,0.2,0.05,0.09,REGULAR,1,2022-04-14
879,AAPL220414P00060000,2021-11-18 18:03:22,60.0,0.11,0.05,0.09,REGULAR,1,2022-04-14
880,AAPL220414P00065000,2021-11-12 18:37:05,65.0,0.14,0.1,0.11,REGULAR,1,2022-04-14
881,AAPL220414P00070000,2021-11-18 20:40:20,70.0,0.17,0.11,0.14,REGULAR,1,2022-04-14
882,AAPL220414P00075000,2021-11-18 15:16:33,75.0,0.23,0.12,0.18,REGULAR,1,2022-04-14
883,AAPL220414P00080000,2021-11-19 18:19:58,80.0,0.21,0.19,0.22,REGULAR,1,2022-04-14
884,AAPL220414P00085000,2021-11-18 18:31:46,85.0,0.35,0.21,0.27,REGULAR,1,2022-04-14
885,AAPL220414P00090000,2021-11-19 19:31:25,90.0,0.32,0.28,0.34,REGULAR,1,2022-04-14
886,AAPL220414P00095000,2021-11-09 15:47:48,95.0,0.58,0.35,0.42,REGULAR,1,2022-04-14
887,AAPL220414P00100000,2021-11-19 19:39:56,100.0,0.49,0.46,0.51,REGULAR,1,2022-04-14
888,AAPL220414P00105000,2021-11-19 20:30:08,105.0,0.62,0.58,0.64,REGULAR,1,2022-04-14
889,AAPL220414P00110000,2021-11-19 17:43:52,110.0,0.83,0.72,0.79,REGULAR,1,2022-04-14
890,AAPL220414P00115000,2021-11-19 20:44:14,115.0,0.96,0.92,0.99,REGULAR,1,2022-04-14
891,AAPL220414P00120000,2021-11-19 20:57:45,120.0,1.25,1.19,1.27,REGULAR,1,2022-04-14
892,AAPL220414P00125000,2021-11-19 20:46:35,125.0,1.6,1.55,1.63,REGULAR,1,2022-04-14
893,AAPL220414P00130000,2021-11-19 20:55:38,130.0,2.09,2.05,2.14,REGULAR,1,2022-04-14
894,AAPL220414P00135000,2021-11-19 20:52:59,135.0,2.83,2.72,2.83,REGULAR,1,2022-04-14
895,AAPL220414P00140000,2021-11-19 20:42:46,140.0,3.66,3.6,3.75,REGULAR,1,2022-04-14
896,AAPL220414P00145000,2021-11-19 20:59:41,145.0,4.85,4.8,4.95,REGULAR,1,2022-04-14
897,AAPL220414P00150000,2021-11-19 20:46:35,150.0,6.47,6.3,6.5,REGULAR,1,2022-04-14
898,AAPL220414P00155000,2021-11-19 20:43:02,155.0,8.2,8.25,8.45,REGULAR,1,2022-04-14
899,AAPL220414P00160000,2021-11-19 20:50:57,160.0,10.69,10.55,10.75,REGULAR,1,2022-04-14
933,AAPL220520C00165000,2021-11-19 20:57:59,165.0,10.9,10.7,11.0,REGULAR,0,2022-05-20
934,AAPL220520C00170000,2021-11-19 20:57:50,170.0,8.9,8.8,9.05,REGULAR,0,2022-05-20
935,AAPL220520C00175000,2021-11-19 20:58:56,175.0,7.32,7.2,7.45,REGULAR,0,2022-05-20
936,AAPL220520C00180000,2021-11-19 20:23:22,180.0,5.89,5.85,6.1,REGULAR,0,2022-05-20
937,AAPL220520C00185000,2021-11-19 19:22:05,185.0,5.01,4.85,4.95,REGULAR,0,2022-05-20
938,AAPL220520C00190000,2021-11-19 20:39:47,190.0,4.05,3.95,4.05,REGULAR,0,2022-05-20
939,AAPL220520C00195000,2021-11-19 20:53:02,195.0,3.25,3.2,3.35,REGULAR,0,2022-05-20
